,project_id,project_name,project_start_date,building_id,house_number,street_name,borough,postcode,bbl,community_board,council_district,census_tract,neighborhood_tabulation_area,latitude,longitude,latitude_internal,longitude_internal,reporting_construction_type,extended_affordability_status,prevailing_wage_status,extremely_low_income_units,very_low_income_units,low_income_units,moderate_income_units,middle_income_units,other_income_units,studio_units,_1_br_units,_2_br_units,_3_br_units,_4_br_units,_5_br_units,_6_br_units,unknown_br_units,counted_rental_units,counted_homeownership_units,all_counted_units,total_units,bin,project_completion_date,building_completion_date
0,44223,ROCHESTER SUYDAM PHASE 1,2021-06-30T00:00:00.000,927737,335,RALPH AVENUE,Brooklyn,11233,3015560003,BK-03,41,301,BK79,40.677644,-73.921745,40.67747,-73.921492,New Construction,No,Non Prevailing Wage,0,0,0,13,0,0,0,2,11,0,0,0,0,0,0,13,13,13,,,
1,44223,ROCHESTER SUYDAM PHASE 1,2021-06-30T00:00:00.000,969695,35,ROCHESTER AVENUE,Brooklyn,11233,3017090010,BK-03,36,299,BK61,40.677925,-73.927466,40.67791,-73.927181,New Construction,No,Non Prevailing Wage,0,0,0,2,6,0,0,2,6,0,0,0,0,0,0,8,8,8,,,
2,44223,ROCHESTER SUYDAM PHASE 1,2021-06-30T00:00:00.000,975702,18-22,SUYDAM PLACE,Brooklyn,11233,3017090027,BK-03,36,299,BK61,40.677823,-73.926554,40.67784,-73.926824,New Construction,No,Non Prevailing Wage,0,0,0,14,1,0,0,14,1,0,0,0,0,0,0,15,15,15,,,
3,44223,ROCHESTER SUYDAM PHASE 1,2021-06-30T00:00:00.000,977564,329/331,RALPH AVENUE,Brooklyn,,,BK-03,41,,,,,,,New Construction,No,Non Prevailing Wage,0,0,0,10,0,0,0,3,7,0,0,0,0,0,0,10,10,10,,,
4,58871,SHERMAN CLUSTER HDFC.YR15.FY21,2021-06-30T00:00:00.000,64740,149,EAST 165 STREET,Bronx,10452,2024720001,BX-04,16,195,BX63,40.831229,-73.921325,40.83143,-73.921304,Preservation,No,Non Prevailing Wage,3,17,0,0,0,0,1,9,10,0,0,0,0,0,20,0,20,20,2002879,,
5,58871,SHERMAN CLUSTER HDFC.YR15.FY21,2021-06-30T00:00:00.000,64863,200,EAST 166 STREET,Bronx,10456,2024560042,BX-04,16,18102,BX14,40.831369,-73.918181,40.83119,-73.918127,Preservation,No,Non Prevailing Wage,15,9,0,0,0,0,0,8,12,4,0,0,0,0,24,0,24,24,2002736,,
6,58871,SHERMAN CLUSTER HDFC.YR15.FY21,2021-06-30T00:00:00.000,97372,1322,MORRIS AVENUE,Bronx,10456,2027850013,BX-04,16,17702,BX14,40.836319,-73.912288,40.83611,-73.912094,Preservation,No,Non Prevailing Wage,7,12,0,0,0,1,1,0,6,13,0,0,0,0,20,0,20,20,2007273,,
7,58871,SHERMAN CLUSTER HDFC.YR15.FY21,2021-06-30T00:00:00.000,109490,1060,SHERMAN AVENUE,Bronx,10456,2024510011,BX-04,16,18101,BX14,40.830765,-73.917651,40.83079,-73.917333,Preservation,No,Non Prevailing Wage,27,36,0,0,0,1,0,23,19,16,6,0,0,0,64,0,64,64,2002626,,
8,58871,SHERMAN CLUSTER HDFC.YR15.FY21,2021-06-30T00:00:00.000,109521,1194,SHERMAN AVENUE,Bronx,10456,2024520051,BX-04,16,18101,BX14,40.833229,-73.916206,40.83334,-73.91583,Preservation,No,Non Prevailing Wage,6,30,0,0,0,1,5,4,28,0,0,0,0,0,37,0,37,37,2002664,,
9,58871,SHERMAN CLUSTER HDFC.YR15.FY21,2021-06-30T00:00:00.000,112824,1345,TELLER AVENUE,Bronx,10456,2027820050,BX-04,16,17702,BX14,40.835557,-73.909691,40.8357,-73.909904,Preservation,No,Non Prevailing Wage,10,12,0,0,0,0,0,2,15,5,0,0,0,0,22,0,22,22,2007068,,
10,64543,LOWER EAST SIDE CLUSTER,2021-06-30T00:00:00.000,6567,195,AVENUE C,Manhattan,10009,1003940037,MN-03,2,28,MN28,40.727,-73.976715,40.72711,-73.976945,Preservation,No,Non Prevailing Wage,0,0,0,9,0,0,1,0,8,0,0,0,0,0,0,9,9,9,1004911,,
11,64543,LOWER EAST SIDE CLUSTER,2021-06-30T00:00:00.000,11581,406,EAST 10 STREET,Manhattan,10009,1003790012,MN-03,2,28,MN28,40.725658,-73.977032,40.72543,-73.977076,Preservation,No,Non Prevailing Wage,0,0,0,21,0,0,0,1,9,10,1,0,0,0,0,21,21,21,1004543,,
12,64543,LOWER EAST SIDE CLUSTER,2021-06-30T00:00:00.000,11701,533,EAST 11 STREET,Manhattan,10009,1004050046,MN-03,2,34,MN22,40.728085,-73.980907,40.72804,-73.980239,Preservation,No,Non Prevailing Wage,0,0,0,14,0,0,4,0,6,4,0,0,0,0,0,14,14,14,1005188,,
13,65315,BED STUY CENTRAL AND NORTH PHASE I,2021-06-30T00:00:00.000,926974,687A,HANCOCK STREET,Brooklyn,11233,3016570059,BK-03,36,383,BK35,40.685103,-73.927793,40.68536,-73.92745,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,1,0,2,0,0,0,0,0,2,1,3,3,,,
14,65315,BED STUY CENTRAL AND NORTH PHASE I,2021-06-30T00:00:00.000,927550,821,WILLOUGHBY AVENUE,Brooklyn,11206,3015890058,BK-03,36,287,BK35,40.695442,-73.935615,40.69566,-73.935579,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,0,1,2,0,0,0,0,2,1,3,3,,,
15,65315,BED STUY CENTRAL AND NORTH PHASE I,2021-06-30T00:00:00.000,927551,278,BAINBRIDGE STREET,Brooklyn,11233,3016870047,BK-03,36,381,BK61,40.681506,-73.926279,40.68132,-73.925915,New Construction,No,Non Prevailing Wage,0,0,0,3,0,0,0,0,1,2,0,0,0,0,2,1,3,3,,,
16,65315,BED STUY CENTRAL AND NORTH PHASE I,2021-06-30T00:00:00.000,927552,1662,BERGEN STREET,Brooklyn,11213,3013560006,BK-08,36,307,BK61,40.674876,-73.927685,40.67468,-73.927614,New Construction,No,Non Prevailing Wage,0,0,0,3,0,0,0,0,1,2,0,0,0,0,2,1,3,3,,,
17,65315,BED STUY CENTRAL AND NORTH PHASE I,2021-06-30T00:00:00.000,927561,697A,JEFFERSON AVENUE,Brooklyn,11221,,BK-03,36,295,BK35,40.685544,-73.930457,,,New Construction,No,Non Prevailing Wage,0,0,0,3,0,0,0,0,1,2,0,0,0,0,2,1,3,3,,,
18,65315,BED STUY CENTRAL AND NORTH PHASE I,2021-06-30T00:00:00.000,927563,358,MALCOLM X BOULEVARD,Brooklyn,11233,3016860048,BK-03,36,297,BK61,40.680665,-73.928617,40.68064,-73.928869,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,1,0,1,1,0,0,0,0,2,1,3,3,,,
19,65315,BED STUY CENTRAL AND NORTH PHASE I,2021-06-30T00:00:00.000,978709,191,CHAUNCEY STREET,Brooklyn,11233,3016870073,BK-03,36,381,BK61,40.680653,-73.927365,40.68086,-73.927365,New Construction,No,Non Prevailing Wage,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,2,2,,,
20,65315,BED STUY CENTRAL AND NORTH PHASE I,2021-06-30T00:00:00.000,978711,179,CHAUNCEY STREET,Brooklyn,11233,3016870080,BK-03,36,381,BK61,40.680601,-73.927823,40.68081,-73.927921,New Construction,No,Non Prevailing Wage,0,0,0,3,0,0,0,0,1,2,0,0,0,0,2,1,3,3,,,
21,65315,BED STUY CENTRAL AND NORTH PHASE I,2021-06-30T00:00:00.000,996113,50,BUFFALO AVENUE,Brooklyn,11233,3017100049,BK-03,36,299,BK61,40.677432,-73.924759,40.6774,-73.924954,New Construction,No,Non Prevailing Wage,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,1,2,2,,,
22,65315,BED STUY CENTRAL AND NORTH PHASE I,2021-06-30T00:00:00.000,996114,1835,ATLANTIC AVENUE,Brooklyn,11233,3017100052,BK-03,36,299,BK61,40.677125,-73.925087,40.67744,-73.92504,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,0,3,0,0,0,0,0,2,1,3,3,,,
23,65315,BED STUY CENTRAL AND NORTH PHASE I,2021-06-30T00:00:00.000,997575,13,HUNTERFLY PLACE,Brooklyn,11233,3017080067,BK-03,36,299,BK61,40.677835,-73.928328,40.67779,-73.928079,New Construction,No,Non Prevailing Wage,0,0,0,3,0,0,1,0,1,1,0,0,0,0,2,1,3,3,,,
24,65358,WEST 135TH ST. CLUSTER.YR15.FY21,2021-06-30T00:00:00.000,5563,1453,AMSTERDAM AVENUE,Manhattan,10027,1019700073,MN-09,9,21303,MN06,40.816754,-73.953789,40.81665,-73.953475,Preservation,Yes,Non Prevailing Wage,0,6,3,0,0,0,0,0,9,0,0,0,0,0,9,0,9,9,1059643,,
25,65358,WEST 135TH ST. CLUSTER.YR15.FY21,2021-06-30T00:00:00.000,5635,1732,AMSTERDAM AVENUE,Manhattan,10031,1020770035,MN-09,7,229,MN04,40.825691,-73.947282,40.82585,-73.947506,Preservation,Yes,Non Prevailing Wage,0,6,2,0,0,0,4,0,4,0,0,0,0,0,8,0,8,8,1061945,,
26,65358,WEST 135TH ST. CLUSTER.YR15.FY21,2021-06-30T00:00:00.000,5642,1747,AMSTERDAM AVENUE,Manhattan,10031,1020610064,MN-09,7,231,MN04,40.826188,-73.946895,40.82611,-73.946559,Preservation,Yes,Non Prevailing Wage,0,7,1,0,0,1,1,4,0,4,0,0,0,0,9,0,9,9,1061418,,
27,65358,WEST 135TH ST. CLUSTER.YR15.FY21,2021-06-30T00:00:00.000,40762,507,WEST 135 STREET,Manhattan,10031,1019880099,MN-09,7,22301,MN06,40.819169,-73.952729,40.81941,-73.952725,Preservation,Yes,Non Prevailing Wage,1,10,3,1,0,0,1,5,8,1,0,0,0,0,15,0,15,15,1059793,,
28,65358,WEST 135TH ST. CLUSTER.YR15.FY21,2021-06-30T00:00:00.000,40764,509,WEST 135 STREET,Manhattan,10031,1019880098,MN-09,7,22301,MN06,40.819186,-73.952768,40.81946,-73.952851,Preservation,Yes,Non Prevailing Wage,1,13,1,0,0,0,1,5,8,1,0,0,0,0,15,0,15,15,1059792,,
29,65358,WEST 135TH ST. CLUSTER.YR15.FY21,2021-06-30T00:00:00.000,40780,529,WEST 135 STREET,Manhattan,10031,1019880081,MN-09,7,22301,MN06,40.819342,-73.953162,40.81999,-73.954112,Preservation,Yes,Non Prevailing Wage,2,9,4,0,0,1,1,6,9,0,0,0,0,0,16,0,16,16,1059782,,
30,65358,WEST 135TH ST. CLUSTER.YR15.FY21,2021-06-30T00:00:00.000,40792,625,WEST 135 STREET,Manhattan,10031,1020020014,MN-09,7,22301,MN06,40.820474,-73.955936,40.82097,-73.956424,Preservation,Yes,Non Prevailing Wage,7,7,5,1,0,0,1,0,14,5,0,0,0,0,20,0,20,20,1059951,,
31,65358,WEST 135TH ST. CLUSTER.YR15.FY21,2021-06-30T00:00:00.000,40934,510,WEST 136 STREET,Manhattan,10031,1019880115,MN-09,7,22301,MN06,40.820004,-73.952786,40.81975,-73.952768,Preservation,Yes,Non Prevailing Wage,0,14,2,2,0,0,2,10,0,6,0,0,0,0,18,0,18,18,1059802,,
32,66909,111 WILLOW AVENUE,2021-06-30T00:00:00.000,997246,750,EAST 134 STREET,Bronx,10454,2025620049,BX-01,17,19,BX39,40.801943,-73.913905,40.80155,-73.913642,New Construction,No,Non Prevailing Wage,33,40,59,0,0,1,23,70,26,14,0,0,0,0,133,0,133,133,,,
33,67910,GOUVERNEUR GARDENS.PLP.FY21,2021-06-30T00:00:00.000,22728,250,HENRY STREET,Manhattan,10002,1002670001,MN-03,1,202,MN28,40.713802,-73.984893,40.71349,-73.984435,Preservation,No,Non Prevailing Wage,12,129,0,0,0,0,20,63,58,0,0,0,0,0,0,141,141,141,1083402,,
34,67910,GOUVERNEUR GARDENS.PLP.FY21,2021-06-30T00:00:00.000,25509,35,MONTGOMERY STREET,Manhattan,10002,1002590071,MN-03,1,202,MN28,40.713053,-73.985045,40.71269,-73.984388,Preservation,No,Non Prevailing Wage,11,134,0,0,0,0,21,65,59,0,0,0,0,0,0,145,145,145,1003215,,
35,67910,GOUVERNEUR GARDENS.PLP.FY21,2021-06-30T00:00:00.000,29402,75,MONTGOMERY STREET,Manhattan,10002,1002590001,MN-03,1,202,MN28,40.711535,-73.984818,40.71159,-73.984223,Preservation,No,Non Prevailing Wage,0,123,1,0,0,0,0,43,62,19,0,0,0,0,0,124,124,124,1003212,,
36,67910,GOUVERNEUR GARDENS.PLP.FY21,2021-06-30T00:00:00.000,29403,605,WATER STREET,Manhattan,10002,1002440019,MN-03,1,202,MN28,40.711249,-73.98445,40.711,-73.984273,Preservation,No,Non Prevailing Wage,0,123,0,0,0,1,0,43,60,21,0,0,0,0,0,124,124,124,1003141,,
37,67910,GOUVERNEUR GARDENS.PLP.FY21,2021-06-30T00:00:00.000,29405,645,WATER STREET,Manhattan,10002,1002430056,MN-03,1,202,MN28,40.711383,-73.98265,40.71117,-73.98203,Preservation,No,Non Prevailing Wage,0,124,0,0,0,0,0,43,60,21,0,0,0,0,0,124,124,124,1077586,,
38,67910,GOUVERNEUR GARDENS.PLP.FY21,2021-06-30T00:00:00.000,805444,675,WATER STREET,Manhattan,10002,1002430056,MN-03,1,202,MN28,40.711446,-73.98173,40.71117,-73.98203,Preservation,No,Non Prevailing Wage,0,123,1,0,0,0,0,43,62,19,0,0,0,0,0,124,124,124,1077587,,
39,69280,1898 HARRISON AVENUE.GHPP.FY21,2021-06-30T00:00:00.000,83696,1898,HARRISON AVENUE,Bronx,10453,2028690087,BX-05,14,243,BX36,40.852603,-73.911461,40.85246,-73.911288,Preservation,No,Non Prevailing Wage,1,38,14,0,0,1,0,34,14,6,0,0,0,0,54,0,54,54,2008604,,
40,69428,88-20 153RD STREET,2021-06-30T00:00:00.000,993786,88-20,153 STREET,Queens,11432,4096950014,QN-12,24,236,QN35,40.705953,-73.803921,40.70545,-73.804767,New Construction,No,Non Prevailing Wage,0,0,207,0,0,0,80,72,42,13,0,0,0,0,207,0,207,207,,,
41,69763,ELECTCHESTER HOUSING CO 1.HRP.FY21,2021-06-30T00:00:00.000,669304,158-40,JEWEL AVENUE,Queens,11365,4067890015,QN-08,24,122701,QN38,40.732214,-73.80952,40.73116,-73.808108,Preservation,No,Non Prevailing Wage,2,64,18,0,0,0,0,16,55,13,0,0,0,0,0,84,84,84,4451555,,
42,69763,ELECTCHESTER HOUSING CO 1.HRP.FY21,2021-06-30T00:00:00.000,810604,159-21,71 AVENUE,Queens,11365,4067890015,QN-08,24,122701,QN38,40.730363,-73.809283,40.73116,-73.808108,Preservation,No,Non Prevailing Wage,0,32,7,0,0,0,0,7,26,6,0,0,0,0,0,39,39,39,4451567,,
43,69763,ELECTCHESTER HOUSING CO 1.HRP.FY21,2021-06-30T00:00:00.000,810605,162-01,71 AVENUE,Queens,11365,4067890015,QN-08,24,122701,QN38,40.730433,-73.806981,40.73116,-73.808108,Preservation,No,Non Prevailing Wage,0,29,7,0,0,0,0,7,23,6,0,0,0,0,0,36,36,36,4451549,,
44,69763,ELECTCHESTER HOUSING CO 1.HRP.FY21,2021-06-30T00:00:00.000,811576,161-02,JEWEL AVENUE,Queens,11365,4067890015,QN-08,24,122701,QN38,40.731845,-73.807399,40.73116,-73.808108,Preservation,No,Non Prevailing Wage,0,20,16,0,0,0,2,10,19,5,0,0,0,0,0,36,36,36,4451557,,
45,69763,ELECTCHESTER HOUSING CO 1.HRP.FY21,2021-06-30T00:00:00.000,811577,161-06,JEWEL AVENUE,Queens,11365,4067890015,QN-08,24,122701,QN38,40.731837,-73.807312,40.73116,-73.808108,Preservation,No,Non Prevailing Wage,0,51,21,0,0,1,0,14,51,8,0,0,0,0,0,73,73,73,4451559,,
46,69763,ELECTCHESTER HOUSING CO 1.HRP.FY21,2021-06-30T00:00:00.000,811578,161-10,JEWEL AVENUE,Queens,11365,4067890015,QN-08,24,122701,QN38,40.731825,-73.80723,40.73116,-73.808108,Preservation,No,Non Prevailing Wage,0,26,10,0,0,0,0,9,21,6,0,0,0,0,0,36,36,36,4451561,,
47,69763,ELECTCHESTER HOUSING CO 1.HRP.FY21,2021-06-30T00:00:00.000,811579,161-32,JEWEL AVENUE,Queens,11365,4067890015,QN-08,24,122701,QN38,40.731775,-73.806761,40.73116,-73.808108,Preservation,No,Non Prevailing Wage,0,77,0,0,0,0,2,13,52,10,0,0,0,0,0,77,77,77,4451564,,
48,69765,ELECTCHESTER HOUSING CO 2.HRP.FY21,2021-06-30T00:00:00.000,669305,161-25,JEWEL AVENUE,Queens,11365,4067920600,QN-08,24,122701,QN38,40.731809,-73.806926,40.73371,-73.806232,Preservation,No,Non Prevailing Wage,0,72,0,0,0,0,0,14,46,12,0,0,0,0,0,72,72,72,4455454,,
49,69765,ELECTCHESTER HOUSING CO 2.HRP.FY21,2021-06-30T00:00:00.000,810974,67-11,161 STREET,Queens,11365,4067920600,QN-08,24,122701,QN38,40.733421,-73.807856,40.73371,-73.806232,Preservation,No,Non Prevailing Wage,0,18,0,0,0,0,0,4,11,3,0,0,0,0,0,18,18,18,4455452,,
50,69765,ELECTCHESTER HOUSING CO 2.HRP.FY21,2021-06-30T00:00:00.000,810976,67-25,161 STREET,Queens,11365,4067920600,QN-08,24,122701,QN38,40.733237,-73.807868,40.73371,-73.806232,Preservation,No,Non Prevailing Wage,0,72,0,0,0,0,0,14,46,12,0,0,0,0,0,72,72,72,4455453,,
51,69765,ELECTCHESTER HOUSING CO 2.HRP.FY21,2021-06-30T00:00:00.000,810978,67-47,161 STREET,Queens,11365,4067920600,QN-08,24,122701,QN38,40.732946,-73.807883,40.73371,-73.806232,Preservation,No,Non Prevailing Wage,0,18,0,0,0,0,0,4,11,3,0,0,0,0,0,18,18,18,4455460,,
52,69765,ELECTCHESTER HOUSING CO 2.HRP.FY21,2021-06-30T00:00:00.000,810980,65-69,162 STREET,Queens,11365,4067920600,QN-08,24,122701,QN38,40.73519,-73.806603,40.73371,-73.806232,Preservation,No,Non Prevailing Wage,0,72,0,0,0,0,0,14,46,12,0,0,0,0,0,72,72,72,4455464,,
53,69765,ELECTCHESTER HOUSING CO 2.HRP.FY21,2021-06-30T00:00:00.000,810982,65-85,162 STREET,Queens,11365,4067920600,QN-08,24,122701,QN38,40.73421,-73.80692,40.73371,-73.806232,Preservation,No,Non Prevailing Wage,0,71,0,0,0,0,0,14,45,12,0,0,0,0,0,71,71,71,4455466,,
54,69765,ELECTCHESTER HOUSING CO 2.HRP.FY21,2021-06-30T00:00:00.000,811021,67-02,164 STREET,Queens,11365,4067920600,QN-08,24,122701,QN38,40.734808,-73.804879,40.73371,-73.806232,Preservation,No,Non Prevailing Wage,0,72,0,0,0,0,0,14,46,12,0,0,0,0,0,72,72,72,4455444,,
55,69765,ELECTCHESTER HOUSING CO 2.HRP.FY21,2021-06-30T00:00:00.000,811022,67-30,164 STREET,Queens,11365,4067920600,QN-08,24,122701,QN38,40.734103,-73.804924,40.73371,-73.806232,Preservation,No,Non Prevailing Wage,0,36,0,0,0,0,0,7,23,6,0,0,0,0,0,36,36,36,4455440,,
56,69765,ELECTCHESTER HOUSING CO 2.HRP.FY21,2021-06-30T00:00:00.000,811023,67-40,164 STREET,Queens,11365,4067920600,QN-08,24,122701,QN38,40.733982,-73.804932,40.73371,-73.806232,Preservation,No,Non Prevailing Wage,0,72,0,0,0,0,0,14,46,12,0,0,0,0,0,72,72,72,4455441,,
57,69765,ELECTCHESTER HOUSING CO 2.HRP.FY21,2021-06-30T00:00:00.000,811024,67-50,164 STREET,Queens,11365,4067920600,QN-08,24,122701,QN38,40.733861,-73.80494,40.73371,-73.806232,Preservation,No,Non Prevailing Wage,0,36,0,0,0,0,0,7,23,6,0,0,0,0,0,36,36,36,4455445,,
58,69765,ELECTCHESTER HOUSING CO 2.HRP.FY21,2021-06-30T00:00:00.000,811025,69-10,164 STREET,Queens,11365,4067920600,QN-08,24,122701,QN38,40.732796,-73.805011,40.73371,-73.806232,Preservation,No,Non Prevailing Wage,0,72,0,0,0,0,0,14,46,12,0,0,0,0,0,72,72,72,4455447,,
59,69765,ELECTCHESTER HOUSING CO 2.HRP.FY21,2021-06-30T00:00:00.000,811580,161-51,JEWEL AVENUE,Queens,11365,4067920600,QN-08,24,122701,QN38,40.731758,-73.806371,40.73371,-73.806232,Preservation,No,Non Prevailing Wage,0,72,0,0,0,0,0,14,46,12,0,0,0,0,0,72,72,72,4455457,,
60,69766,ELECTCHESTER HOUSING CO 3.HRP.FY21,2021-06-30T00:00:00.000,566924,65-20,160 STREET,Queens,11365,4067900001,QN-08,24,122701,QN38,40.736291,-73.8087,40.73449,-73.809383,Preservation,No,Non Prevailing Wage,0,72,0,0,0,0,0,12,50,10,0,0,0,0,0,72,72,72,4455379,,
61,69766,ELECTCHESTER HOUSING CO 3.HRP.FY21,2021-06-30T00:00:00.000,810970,65-76,160 STREET,Queens,11365,4067900001,QN-08,24,122701,QN38,40.735339,-73.808872,40.73449,-73.809383,Preservation,No,Non Prevailing Wage,0,77,0,0,0,0,2,13,52,10,0,0,0,0,0,77,77,77,4455383,,
62,69766,ELECTCHESTER HOUSING CO 3.HRP.FY21,2021-06-30T00:00:00.000,810972,65-90,160 STREET,Queens,11365,4067900001,QN-08,24,122701,QN38,40.734282,-73.808687,40.73449,-73.809383,Preservation,No,Non Prevailing Wage,0,77,0,0,0,0,2,13,52,10,0,0,0,0,0,77,77,77,4455386,,
63,69766,ELECTCHESTER HOUSING CO 3.HRP.FY21,2021-06-30T00:00:00.000,810973,67-10,161 STREET,Queens,11365,4067900001,QN-08,24,122701,QN38,40.733424,-73.807878,40.73449,-73.809383,Preservation,No,Non Prevailing Wage,1,17,0,0,0,0,0,3,12,3,0,0,0,0,0,18,18,18,4455389,,
64,69766,ELECTCHESTER HOUSING CO 3.HRP.FY21,2021-06-30T00:00:00.000,810975,67-24,161 STREET,Queens,11365,4067900001,QN-08,24,122701,QN38,40.733237,-73.807889,40.73449,-73.809383,Preservation,No,Non Prevailing Wage,0,72,0,0,0,0,0,12,50,10,0,0,0,0,0,72,72,72,4455390,,
65,69766,ELECTCHESTER HOUSING CO 3.HRP.FY21,2021-06-30T00:00:00.000,810977,67-46,161 STREET,Queens,11365,4067900001,QN-08,24,122701,QN38,40.732946,-73.807905,40.73449,-73.809383,Preservation,No,Non Prevailing Wage,0,18,0,0,0,0,0,3,12,3,0,0,0,0,0,18,18,18,4455393,,
66,69766,ELECTCHESTER HOUSING CO 3.HRP.FY21,2021-06-30T00:00:00.000,811575,158-39,JEWEL AVENUE,Queens,11365,4067900001,QN-08,24,122701,QN38,40.732233,-73.809556,40.73449,-73.809383,Preservation,No,Non Prevailing Wage,2,80,2,0,0,0,0,17,56,11,0,0,0,0,0,84,84,84,4455394,,
67,69766,ELECTCHESTER HOUSING CO 3.HRP.FY21,2021-06-30T00:00:00.000,811739,65-17,PARSONS BOULEVARD,Queens,11365,4067900001,QN-08,24,122701,QN38,40.736319,-73.810515,40.73449,-73.809383,Preservation,No,Non Prevailing Wage,0,72,0,0,0,0,0,11,51,10,0,0,0,0,0,72,72,72,4455397,,
68,69766,ELECTCHESTER HOUSING CO 3.HRP.FY21,2021-06-30T00:00:00.000,811744,65-43,PARSONS BOULEVARD,Queens,11365,4067900001,QN-08,24,122701,QN38,40.735224,-73.810579,40.73449,-73.809383,Preservation,No,Non Prevailing Wage,0,72,0,0,0,0,0,12,50,10,0,0,0,0,0,72,72,72,4455400,,
69,69766,ELECTCHESTER HOUSING CO 3.HRP.FY21,2021-06-30T00:00:00.000,811746,65-61,PARSONS BOULEVARD,Queens,11365,4067900001,QN-08,24,122701,QN38,40.734809,-73.810606,40.73449,-73.809383,Preservation,No,Non Prevailing Wage,0,72,0,0,0,0,0,12,50,10,0,0,0,0,0,72,72,72,4455403,,
70,69766,ELECTCHESTER HOUSING CO 3.HRP.FY21,2021-06-30T00:00:00.000,811747,65-77,PARSONS BOULEVARD,Queens,11365,4067900001,QN-08,24,122701,QN38,40.734447,-73.810628,40.73449,-73.809383,Preservation,No,Non Prevailing Wage,0,77,0,0,0,0,2,13,52,10,0,0,0,0,0,77,77,77,4455407,,
71,69766,ELECTCHESTER HOUSING CO 3.HRP.FY21,2021-06-30T00:00:00.000,811750,67-11,PARSONS BOULEVARD,Queens,11365,4067900001,QN-08,24,122701,QN38,40.73423,-73.810643,40.73449,-73.809383,Preservation,No,Non Prevailing Wage,1,75,0,0,0,0,2,14,52,8,0,0,0,0,0,76,76,76,4455410,,
72,69767,ELECTCHESTER HOUSING CO 4.HRP.FY21,2021-06-30T00:00:00.000,566925,65-47,160 STREET,Queens,11365,4067910001,QN-08,24,122701,QN38,40.735866,-73.808755,40.73504,-73.80774,Preservation,No,Non Prevailing Wage,0,72,0,0,0,0,0,14,45,13,0,0,0,0,0,72,72,72,4451583,,
73,69767,ELECTCHESTER HOUSING CO 4.HRP.FY21,2021-06-30T00:00:00.000,810971,65-77,160 STREET,Queens,11365,4067910001,QN-08,24,122701,QN38,40.735369,-73.808847,40.73504,-73.80774,Preservation,No,Non Prevailing Wage,0,72,0,0,0,0,0,14,46,12,0,0,0,0,0,72,72,72,4451569,,
74,69767,ELECTCHESTER HOUSING CO 4.HRP.FY21,2021-06-30T00:00:00.000,810979,65-44,162 STREET,Queens,11365,4067910001,QN-08,24,122701,QN38,40.735763,-73.806652,40.73504,-73.80774,Preservation,No,Non Prevailing Wage,0,72,0,0,0,0,0,14,46,12,0,0,0,0,0,72,72,72,4451574,,
75,69767,ELECTCHESTER HOUSING CO 4.HRP.FY21,2021-06-30T00:00:00.000,810981,65-70,162 STREET,Queens,11365,4067910001,QN-08,24,122701,QN38,40.735297,-73.806631,40.73504,-73.80774,Preservation,No,Non Prevailing Wage,0,72,0,0,0,0,0,14,46,12,0,0,0,0,0,72,72,72,4451576,,
76,69767,ELECTCHESTER HOUSING CO 4.HRP.FY21,2021-06-30T00:00:00.000,810983,65-88,162 STREET,Queens,11365,4067910001,QN-08,24,122701,QN38,40.734221,-73.806938,40.73504,-73.80774,Preservation,No,Non Prevailing Wage,0,72,0,0,0,0,0,14,46,12,0,0,0,0,0,72,72,72,4451578,,
77,69862,FOXY. 1323 BOSTON ROAD,2021-06-30T00:00:00.000,999031,1323,BOSTON ROAD,Bronx,10456,2029340015,BX-03,16,151,BX35,40.831835,-73.899256,40.83214,-73.899563,New Construction,No,Prevailing Wage,149,0,0,0,0,1,109,40,1,0,0,0,0,0,150,0,150,150,,,
78,70628,101 - 103 - 105 LIBERTY,2021-06-30T00:00:00.000,997184,101,LIBERTY AVENUE,Brooklyn,11212,3036750027,BK-16,37,908,BK81,40.672857,-73.906963,40.67305,-73.90706,New Construction,No,Non Prevailing Wage,0,6,6,3,0,0,0,9,6,0,0,0,0,0,15,0,15,58,,,
79,70724,1042 PRESIDENT STREET,2021-06-30T00:00:00.000,998854,1042,PRESIDENT STREET,Brooklyn,11225,3012800028,BK-09,35,325,BK63,40.668572,-73.95701,40.66824,-73.957082,New Construction,No,Non Prevailing Wage,0,0,18,0,0,0,5,6,7,0,0,0,0,0,18,0,18,55,,,
80,70729,883 BRYANT AVENUE,2021-06-30T00:00:00.000,998885,883,BRYANT AVENUE,Bronx,10474,2027610107,BX-02,17,11502,BX27,40.819546,-73.886861,40.81939,-73.887096,New Construction,No,Non Prevailing Wage,0,0,40,0,0,0,40,0,0,0,0,0,0,0,40,0,40,40,,,
81,70794,250 WINTHROP STREET,2021-06-30T00:00:00.000,999034,250,WINTHROP STREET,Brooklyn,11225,,BK-09,40,802,BK60,40.65699,-73.951809,,,New Construction,No,Non Prevailing Wage,0,0,26,0,0,0,14,12,0,0,0,0,0,0,26,0,26,49,,,
